bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,lat,lon,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu
150,262.56,375.031,0,substation_or_sw,変電所,,False,,37.288175592570866,140.74936166977892,PQ,4.0,1.9373,0.0,0.0,1.0
151,652.56,146.431,1,substation_or_sw,開閉所,,False,,37.62444482210086,140.0068808736384,PQ,0.0,0.0,0.0,0.0,1.0
152,518.52,106.591,0,junction,,,True,N,37.6200477160862,140.2681776061503,PQ,0.0,0.0,0.0,0.0,1.0
153,637.32,169.831,1,substation_or_sw,変電所,,False,,37.597721043128175,140.03514800378204,PQ,4.0,1.9373,0.0,0.0,1.0
154,511.92,299.551,1,substation_or_sw,開閉所,,False,,37.4368147732983,140.27098245497896,PQ,0.0,0.0,0.0,0.0,1.0
155,431.46,703.711,0,junction,,森宿,True,unknown,37.03224618641532,140.40573501071916,PQ,0.0,0.0,0.0,0.0,1.0
156,255.72,697.831,1,substation_or_sw,開閉所,(360803),False,,36.98295804926367,140.74592882166866,PQ,0.0,0.0,0.0,0.0,1.0
157,219.12,358.051,0,junction,,,True,unknown,37.29057063097071,140.8342533366458,PQ,0.0,0.0,0.0,0.0,1.0
158,169.32,326.271,1,substation_or_sw,開閉所,,False,,37.304878200105215,140.93220949680025,PQ,0.0,0.0,0.0,0.0,1.0
159,370.68,490.471,1,substation_or_sw,開閉所,(360913),False,,37.213506313255685,140.53429336877633,PQ,0.0,0.0,0.0,0.0,1.0
160,483.84,460.351,1,substation_or_sw,開閉所,,False,,37.27707850507106,140.3169907242185,PQ,0.0,0.0,0.0,0.0,1.0
161,575.4,415.447,1,substation_or_sw,変電所,(361312),False,,37.34779522193264,140.14222670027885,PQ,4.0,1.9373,0.0,0.0,1.0
162,732.96,226.111,0,substation_or_sw,変電所,,False,,37.57470623657206,139.84727029674903,PQ,4.0,1.9373,0.0,0.0,1.0
163,568.68,427.711,1,generator,発電所,(361312),False,,37.33418446789393,140.15459050687613,PQ,0.0,0.0,5.0,2.4216,1.0
164,660.12,419.671,1,substation_or_sw,変電所,(361318),False,,37.370251305607,139.9781557833328,PQ,4.0,1.9373,0.0,0.0,1.0
165,558.36,581.071,1,junction,,白河,True,unknown,37.186972695335186,140.16663403755527,PQ,0.0,0.0,0.0,0.0,1.0
166,533.64,421.231,1,substation_or_sw,変電所,,False,,37.32934057012458,140.2226941646694,PQ,4.0,1.9373,0.0,0.0,1.0
167,235.32,79.951,1,substation_or_sw,変電所,,False,,37.55673747514891,140.81727620587688,PQ,4.0,1.9373,0.0,0.0,1.0
168,332.16,362.551,1,junction,,,False,,37.32159988664346,140.6153958196177,PQ,0.0,0.0,0.0,0.0,1.0
169,342.96,357.151,1,generator,発電所,,False,,37.33003832596144,140.59478678590867,PQ,0.0,0.0,5.0,2.4216,1.0
170,339.3,383.971,0,generator,発電所,,False,,37.30371494916228,140.60048106536684,PQ,0.0,0.0,5.0,2.4216,1.0
171,340.08,629.791,1,junction,,(361112),False,,37.07315218278564,140.5862841687929,PQ,0.0,0.0,0.0,0.0,1.0
172,522.18,270.031,0,generator,発電所,,False,,37.467731620380235,140.25266279621016,PQ,0.0,0.0,5.0,2.4216,1.0
173,558.12,387.631,1,junction,,,False,,37.368523092563485,140.17708288058378,PQ,0.0,0.0,0.0,0.0,1.0
174,560.32,372.151,1,junction,,,True,unknown,37.383743745325276,140.1736269874825,PQ,0.0,0.0,0.0,0.0,1.0
175,264.24,426.271,1,junction,,(361307),False,,37.24058913363041,140.74346763956157,PQ,0.0,0.0,0.0,0.0,1.0
176,365.64,509.311,0,generator,発電所,(360913),False,,37.194245153046246,140.54306853868852,PQ,0.0,0.0,5.0,2.4216,1.0
177,548.04,473.071,1,substation_or_sw,変電所,,False,,37.285157814051225,140.19216802259558,PQ,4.0,1.9373,0.0,0.0,1.0
178,544.8,484.831,1,generator,発電所,,False,,37.27310560396716,140.19782734272047,PQ,0.0,0.0,5.0,2.4216,1.0
179,566.64,573.991,1,junction,,白河,True,unknown,37.19620259882894,140.15098553050498,PQ,0.0,0.0,0.0,0.0,1.0
180,556.2,96.991,1,junction,,,False,,37.64081284559094,140.19579804217693,PQ,0.0,0.0,0.0,0.0,1.0
181,556.92,107.551,1,generator,発電所,,False,,37.63112237005512,140.1938604558402,PQ,0.0,0.0,5.0,2.4216,1.0
182,565.56,457.051,0,junction,,小名浜,True,unknown,37.30566341814692,140.15911032497763,PQ,0.0,0.0,0.0,0.0,1.0
183,222.96,138.031,0,junction,,,False,,37.49835005121854,140.83818321042781,PQ,0.0,0.0,0.0,0.0,1.0
184,581.16,593.551,1,generator,発電所,白河,False,,37.18236569929313,140.12189347859658,PQ,0.0,0.0,5.0,2.4216,1.0
185,587.28,583.111,1,generator,発電所,白河,False,,37.19407673263549,140.11059595496917,PQ,0.0,0.0,5.0,2.4216,1.0
186,625.32,582.391,1,junction,,,True,unknown,37.206616501902964,140.03706177889686,PQ,0.0,0.0,0.0,0.0,1.0
187,170.34,482.191,0,junction,,泉町,False,,37.158799453296254,140.922188739363,PQ,0.0,0.0,0.0,0.0,1.0
188,415.08,280.831,1,generator,発電所,,False,,37.42418938480043,140.45924231362554,PQ,0.0,0.0,5.0,2.4216,1.0
189,407.16,530.071,1,substation_or_sw,変電所,(360908),False,,37.18770218505555,140.46169514187426,PQ,4.0,1.9373,0.0,0.0,1.0
190,67.68,370.591,1,junction,,,True,W,37.23156610898229,141.12649890933102,PQ,0.0,0.0,0.0,0.0,1.0
191,193.08,484.831,1,generator,発電所,植田,False,,37.16341274613923,140.8780721286041,PQ,0.0,0.0,5.0,2.4216,1.0
194,742.68,653.119,8,substation_or_sw,開閉所,田島,False,,37.17681007346017,139.80643070810027,PQ,0.0,0.0,0.0,0.0,1.0
195,738.48,610.831,1,substation_or_sw,変電所,田島,False,,37.21520536821692,139.8167364797347,PQ,4.0,1.9373,0.0,0.0,1.0
196,743.72,597.831,1,substation_or_sw,変電所,※C,False,,37.22904559374671,139.80727305981463,PQ,4.0,1.9373,0.0,0.0,1.0
197,703.371,678.408,7,substation_or_sw,開閉所,(361508),False,,37.14080613722764,139.88115103363498,PQ,0.0,0.0,0.0,0.0,1.0
198,757.8,724.911,1,substation_or_sw,開閉所,(361504),False,,37.114118477897605,139.77348219874636,PQ,0.0,0.0,0.0,0.0,1.0
199,719.52,671.911,1,substation_or_sw,変電所,田島,False,,37.15194279713133,139.85025337868535,PQ,4.0,1.9373,0.0,0.0,1.0
200,719.688,697.087,1,substation_or_sw,変電所,(361508),False,,37.128356869083014,139.8486289642202,PQ,4.0,1.9373,0.0,0.0,1.0
201,743.88,627.111,1,substation_or_sw,変電所,田島,False,,37.201603831079176,139.80545228418498,PQ,4.0,1.9373,0.0,0.0,1.0
