bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
149,371.265,829.68,2,substation_or_sw,開閉所,増田,False,
150,372.48,848.16,1,substation_or_sw,開閉所,増田,False,
151,176.76,680.16,1,generator,発電所,（340704）,False,
152,260.52,884.76,0,substation_or_sw,変電所,沼辺,False,
153,311.64,967.741,0,substation_or_sw,変電所,角田,False,
154,335.04,948.96,1,substation_or_sw,変電所,（340201）,False,
155,491.16,304.44,1,substation_or_sw,開閉所,南二又,False,
156,475.56,320.4,1,substation_or_sw,変電所,（341001）,False,
157,289.68,547.2,1,substation_or_sw,変電所,（341109）,False,
158,421.8,332.4,1,junction,,高清水,False,
159,470.4,365.16,1,substation_or_sw,変電所,（341001）,False,
160,385.44,879.48,1,junction,,岩沼,False,
161,615.84,514.56,1,substation_or_sw,変電所,蛇田,False,
162,748.56,654.0,1,substation_or_sw,開閉所,鮎川,False,
163,711.72,582.96,1,junction,,女川,False,
164,736.32,568.2,1,substation_or_sw,変電所,女川,False,
165,738.96,635.64,1,junction,,（341201）,False,
166,751.2,636.0,1,generator,発電所,（341201）,False,
167,632.16,491.28,1,junction,,飯野川,False,
168,642.0,495.84,1,generator,発電所,（341202）,False,
169,427.89,321.36,0,generator,発電所,築館,False,
170,406.8,246.84,1,junction,,（341004）,False,
171,406.8,259.08,1,generator,発電所,（341008）,False,
172,275.64,339.9,0,generator,発電所,（341010）,False,
173,348.48,493.08,1,substation_or_sw,変電所,（341103）（341102）,False,
174,338.64,491.28,1,substation_or_sw,変電所,（341103）（341102）,False,
175,330.96,565.2,1,substation_or_sw,開閉所,吉岡,False,
176,318.0,565.2,1,generator,発電所,吉岡,False,
177,370.2,991.921,1,junction,,（340201）,False,
178,393.84,991.921,1,generator,発電所,（340205）,False,
179,257.28,921.56,1,generator,発電所,（340310）,False,
180,223.68,912.96,1,substation_or_sw,開閉所,（340202）,False,
181,241.98,917.55,0,generator,発電所,（340310）,False,
182,223.2,947.04,1,generator,発電所,（340315,False,
183,185.88,938.88,1,generator,発電所,（340314）,False,
184,168.6,963.481,1,generator,発電所,（340313）,False,
185,178.92,968.041,1,junction,,（340312）,False,
186,292.14,593.52,0,substation_or_sw,変電所,大富,False,
187,376.44,567.96,1,substation_or_sw,変電所,松坂,False,
188,114.04,993.081,1,generator,発電所,（340303,False,
189,186.84,684.96,0,generator,発電所,（340703）,False,
190,450.84,580.2,1,generator,発電所,（340803）,False,
191,444.72,588.6,1,substation_or_sw,開閉所,（340803）,False,
192,640.08,260.28,0,generator,発電所,（341203）,False,
193,105.0,1008.841,1,generator,発電所,（340302）,False,
194,413.16,511.32,1,generator,発電所,（341107）,False,
195,371.88,506.16,1,generator,発電所,（341103）（341102）,False,
196,164.94,847.26,0,generator,発電所,川崎,False,
197,366.6,539.16,1,generator,発電所,（341108）,False,
198,377.76,539.64,1,junction,,（341108）,False,
199,419.28,249.96,0,generator,発電所,（341004）,False,
200,388.56,490.08,1,generator,発電所,（341104,False,
201,687.18,223.74,0,generator,発電所,（341302）,False,
202,541.92,455.94,0,generator,発電所,（341208）,False,
203,330.03,791.91,2,substation_or_sw,開閉所,鍋田,False,
204,335.25,815.85,4,junction,,鍋田,False,
205,431.304,735.18,2,substation_or_sw,開閉所,福田町,False,
206,277.68,679.56,1,substation_or_sw,開閉所,荒巻,False,
207,320.7,825.36,2,substation_or_sw,開閉所,西多賀,False,
208,439.56,680.88,3,substation_or_sw,変電所,塩釜,False,
209,457.32,665.64,1,substation_or_sw,開閉所,塩釜築港,False,
210,442.286,710.28,7,substation_or_sw,開閉所,多賀城,False,
211,411.48,706.89,0,substation_or_sw,1次変電所,大日,False,
212,293.76,657.84,2,substation_or_sw,開閉所,七北田,False,
213,375.69,771.45,2,substation_or_sw,開閉所,卸町,False,
214,359.64,789.84,1,substation_or_sw,開閉所,長町,False,
215,318.96,794.04,1,substation_or_sw,変電所,土樋,False,
216,380.28,736.491,4,substation_or_sw,変電所,榴岡,False,
217,296.04,792.6,1,substation_or_sw,変電所,（340504）,False,
218,306.0,791.28,1,substation_or_sw,変電所,土樋,False,
219,291.96,669.6,1,substation_or_sw,変電所,七北田,False,
220,459.36,712.32,1,substation_or_sw,変電所,多賀城,False,
221,458.16,694.56,1,substation_or_sw,変電所,多賀城,False,
222,426.6,762.0,1,substation_or_sw,変電所,東若林,False,
223,390.36,784.74,0,substation_or_sw,開閉所,南仙台,False,
224,339.12,831.0,1,substation_or_sw,開閉所,高舘,False,
225,313.5,653.22,2,generator,発電所,七北田,False,
226,333.42,669.51,2,substation_or_sw,開閉所,鶴ヶ谷,False,
227,384.18,714.96,2,substation_or_sw,変電所,苦竹,False,
228,361.86,672.48,2,junction,,鶴ヶ谷,False,
229,398.7,773.34,2,substation_or_sw,開閉所,東若林,False,
230,267.84,756.24,1,substation_or_sw,変電所,八木山,False,
231,276.44,765.08,1,substation_or_sw,開閉所,八木山,False,
232,293.16,693.072,3,substation_or_sw,開閉所,堤通,False,
233,281.52,745.32,1,junction,,大町,False,
234,303.096,732.636,2,substation_or_sw,開閉所,柳町通,False,
235,339.48,707.52,1,substation_or_sw,開閉所,花京院,False,
236,338.0,742.8,1,substation_or_sw,開閉所,広瀬通,False,
237,315.72,679.32,1,substation_or_sw,開閉所,旭ヶ丘,False,
238,279.9,697.92,2,substation_or_sw,変電所,堤通,False,
239,252.12,719.4,1,generator,発電所,大町,False,
240,257.16,709.92,1,junction,,荒巻,False,
241,267.24,744.18,0,substation_or_sw,開閉所,大町,False,
242,358.44,507.48,1,generator,発電所,（341103）（341102）,False,
243,363.84,348.96,1,generator,発電所,（341019）,False,
244,264.36,589.68,1,generator,発電所,大富,False,
245,362.16,427.92,1,substation_or_sw,変電所,古川,False,
246,354.24,435.84,1,substation_or_sw,開閉所,古川,False,
247,724.92,152.76,1,generator,発電所,（341305）,False,
248,525.72,719.4,1,junction,,（340706）,False,
249,572.88,748.92,3,generator,発電所,（340701）,False,
250,642.78,831.51,2,substation_or_sw,開閉所,鍋田,False,
251,642.0,855.12,1,junction,,鍋田,False,
252,597.88,639.56,3,substation_or_sw,開閉所,仙台,False,
253,582.0,685.8,1,substation_or_sw,開閉所,荒巻,False,
254,596.76,665.64,2,substation_or_sw,開閉所,七北田,False,
255,696.6,806.4,0,substation_or_sw,開閉所,卸町,False,
256,670.08,835.68,1,substation_or_sw,開閉所,長町,False,
257,627.6,835.08,1,substation_or_sw,変電所,鍋田,False,
258,705.909,785.657,1,substation_or_sw,開閉所,卸町,False,
