bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
152,518.52,106.591,0,junction,,,True,N
153,637.32,169.831,1,substation_or_sw,変電所,,False,
154,511.92,299.551,1,substation_or_sw,開閉所,,False,
155,431.46,703.711,0,junction,,森宿,True,unknown
156,255.72,697.831,1,substation_or_sw,開閉所,(360803),False,
157,219.12,358.051,0,junction,,,True,unknown
158,169.32,326.271,1,substation_or_sw,開閉所,,False,
159,370.68,490.471,1,substation_or_sw,開閉所,(360913),False,
160,483.84,460.351,1,substation_or_sw,開閉所,,False,
161,575.4,415.447,1,substation_or_sw,変電所,(361312),False,
162,732.96,226.111,0,substation_or_sw,変電所,,False,
163,568.68,427.711,1,generator,発電所,(361312),False,
164,660.12,419.671,1,substation_or_sw,変電所,(361318),False,
165,558.36,581.071,1,junction,,白河,True,unknown
166,533.64,421.231,1,substation_or_sw,変電所,,False,
167,235.32,79.951,1,substation_or_sw,変電所,,False,
168,332.16,362.551,1,junction,,,False,
169,342.96,357.151,1,generator,発電所,,False,
170,339.3,383.971,0,generator,発電所,,False,
171,340.08,629.791,1,junction,,(361112),False,
172,522.18,270.031,0,generator,発電所,,False,
173,558.12,387.631,1,junction,,,False,
174,560.32,372.151,1,junction,,,True,unknown
175,264.24,426.271,1,junction,,(361307),False,
176,365.64,509.311,0,generator,発電所,(360913),False,
177,548.04,473.071,1,substation_or_sw,変電所,,False,
178,544.8,484.831,1,generator,発電所,,False,
179,566.64,573.991,1,junction,,白河,True,unknown
180,556.2,96.991,1,junction,,,False,
181,556.92,107.551,1,generator,発電所,,False,
182,565.56,457.051,0,junction,,小名浜,True,unknown
183,222.96,138.031,0,junction,,,False,
184,581.16,593.551,1,generator,発電所,白河,False,
185,587.28,583.111,1,generator,発電所,白河,False,
186,625.32,582.391,1,junction,,,True,unknown
187,170.34,482.191,0,junction,,泉町,False,
188,415.08,280.831,1,generator,発電所,,False,
189,407.16,530.071,1,substation_or_sw,変電所,(360908),False,
190,67.68,370.591,1,junction,,,True,W
191,193.08,484.831,1,generator,発電所,植田,False,
192,149.76,1041.272,1,junction,,駒ヶ嶺,True,W/S
193,149.76,1020.512,1,junction,,中村,True,W/S
194,742.68,653.119,8,substation_or_sw,開閉所,田島,False,
195,738.48,610.831,1,substation_or_sw,変電所,田島,False,
196,743.72,597.831,1,substation_or_sw,変電所,※C,False,
197,703.371,678.408,7,substation_or_sw,開閉所,(361508),False,
198,757.8,724.911,1,substation_or_sw,開閉所,(361504),False,
199,719.52,671.911,1,substation_or_sw,変電所,田島,False,
200,719.688,697.087,1,substation_or_sw,変電所,(361508),False,
201,743.88,627.111,1,substation_or_sw,変電所,田島,False,
202,652.44,619.711,1,junction,,,False,
203,675.0,618.031,2,substation_or_sw,変電所,,False,
204,677.68,633.911,1,substation_or_sw,変電所,,False,
205,730.08,656.311,1,substation_or_sw,変電所,田島,False,
206,773.76,663.631,1,substation_or_sw,変電所,田島,False,
207,741.0,687.511,1,junction,,(361504),False,
208,767.88,683.941,2,substation_or_sw,開閉所,(361504),False,
209,661.26,667.681,2,substation_or_sw,変電所,,False,
210,647.4,633.511,1,junction,,,False,
211,678.04,677.631,1,substation_or_sw,開閉所,,False,
212,714.84,621.991,1,substation_or_sw,開閉所,田島,False,
213,752.16,688.351,1,junction,,(361504),True,E
214,751.92,676.231,1,substation_or_sw,変電所,田島,False,
215,663.48,628.831,1,junction,,,False,
216,781.44,687.151,1,substation_or_sw,変電所,(361504),False,
217,767.4,647.431,1,substation_or_sw,変電所,田島,False,
218,760.68,633.871,1,substation_or_sw,変電所,田島,False,
219,750.24,615.991,1,generator,発電所,田島,False,
220,705.36,711.631,1,junction,,(361508),False,
221,742.8,925.611,6,substation_or_sw,開閉所,喜多方,False,
222,711.81,826.471,4,substation_or_sw,開閉所,若松,False,
223,765.132,902.635,6,substation_or_sw,開閉所,坂下,False,
224,678.06,928.771,2,substation_or_sw,開閉所,岩月,False,
225,735.81,896.431,4,junction,,喜多方,False,
226,698.04,945.271,1,substation_or_sw,変電所,岩月,False,
227,716.88,937.111,1,substation_or_sw,開閉所,岩月,False,
228,718.464,956.504,1,generator,発電所,岩月,False,
229,736.08,882.151,1,generator,発電所,河東,False,
230,699.81,916.351,4,junction,,岩月,False,
231,699.24,899.911,1,substation_or_sw,変電所,会津,False,
232,701.88,931.711,1,substation_or_sw,変電所,岩月,False,
233,738.36,859.711,2,junction,,坂下,False,
234,763.92,945.271,1,substation_or_sw,変電所,喜多方,False,
235,775.14,953.672,2,substation_or_sw,開閉所,福島,False,
236,667.92,1002.752,1,junction,,(360203),False,
237,681.96,846.751,1,junction,,神指,False,
238,681.12,859.831,1,substation_or_sw,変電所,会津,False,
239,691.824,839.095,5,substation_or_sw,開閉所,神指,False,
240,669.84,844.471,1,generator,発電所,滝沢,False,
241,667.68,828.871,1,junction,,神指,False,
242,792.36,873.031,1,junction,,野沢,True,E
243,767.16,883.591,1,substation_or_sw,変電所,坂下,False,
244,714.32,868.111,1,substation_or_sw,変電所,河東,False,
245,702.0,872.671,1,substation_or_sw,変電所,河東,False,
246,703.44,856.411,0,substation_or_sw,変電所,河東,False,
247,758.4,931.831,1,substation_or_sw,変電所,喜多方,False,
248,691.44,827.191,1,substation_or_sw,変電所,神指,False,
249,751.44,806.791,1,junction,,(361506),False,
250,719.4,890.911,0,substation_or_sw,変電所,河東,False,
251,684.12,906.391,1,generator,発電所,会津,False,
252,726.24,919.831,1,substation_or_sw,開閉所,喜多方,False,
253,734.4,913.831,1,substation_or_sw,開閉所,喜多方,False,
254,663.72,986.792,1,junction,,金谷川,False,
255,681.84,991.832,1,junction,,金谷川,False,
256,747.36,906.991,1,generator,発電所,喜多方,False,
257,676.44,975.872,1,junction,,金谷川,True,E/S
258,693.81,975.902,4,generator,発電所,金谷川,False,
259,698.88,1006.232,1,generator,発電所,大森,False,
260,708.24,989.912,1,generator,発電所,金谷川,False,
261,768.6,980.072,1,junction,,福島,True,E/S
262,691.68,878.671,1,generator,発電所,会津,False,
263,754.68,884.911,1,substation_or_sw,変電所,坂下,False,
264,756.84,874.471,1,junction,,坂下,True,E
265,482.04,1102.472,1,substation_or_sw,開閉所,,False,
266,477.3,1069.052,4,substation_or_sw,開閉所,板谷,False,
267,511.176,1030.64,4,substation_or_sw,開閉所,(360101),False,
268,445.08,1105.352,1,junction,,(360107),False,
269,498.216,1083.824,1,substation_or_sw,開閉所,板谷,False,
270,591.84,1038.872,1,substation_or_sw,開閉所,大沢(開),False,
271,555.74,989.812,6,substation_or_sw,開閉所,(360101),False,
272,479.1,1010.612,4,substation_or_sw,開閉所,(360102),False,
273,552.497,1013.809,3,substation_or_sw,開閉所,大沢(開),False,
274,528.12,1033.232,2,substation_or_sw,開閉所,(360101),False,
275,521.64,1065.992,1,substation_or_sw,開閉所,大沢(開),False,
276,501.84,977.432,2,junction,,(360102),False,
277,517.36,1003.992,3,substation_or_sw,変電所,(360101),False,
278,573.72,978.752,1,junction,,裏磐梯(配),False,
279,531.72,984.272,1,junction,,(360101),True,S
280,533.34,950.192,2,junction,,(360204),False,
281,521.64,1013.072,1,substation_or_sw,変電所,(360101),False,
282,537.48,1043.672,1,substation_or_sw,変電所,大沢(開),False,
283,538.23,1020.167,2,substation_or_sw,変電所,(360101),False,
284,445.88,980.112,3,junction,,西福島,False,
285,567.96,1049.912,1,substation_or_sw,開閉所,大沢(開),False,
286,558.96,1055.732,2,substation_or_sw,開閉所,大沢(開),False,
287,443.76,994.772,2,substation_or_sw,変電所,西福島,False,
288,459.12,1034.232,3,substation_or_sw,開閉所,(360106),False,
289,432.48,1017.992,1,generator,発電所,笹木野,False,
290,449.52,1043.912,1,substation_or_sw,開閉所,(360106),False,
291,500.84,1099.952,1,substation_or_sw,変電所,,False,
292,514.08,1091.432,1,substation_or_sw,変電所,,False,
293,502.08,1066.232,1,substation_or_sw,変電所,板谷,False,
294,502.32,1055.792,1,substation_or_sw,変電所,板谷,False,
295,506.22,1111.532,2,substation_or_sw,変電所,,False,
296,530.88,1006.952,1,substation_or_sw,変電所,(360101),False,
297,561.6,1006.952,1,substation_or_sw,変電所,大沢(開),False,
298,573.72,1014.812,0,substation_or_sw,開閉所,大沢(開),False,
299,499.08,999.032,1,substation_or_sw,変電所,(360102),False,
300,496.32,986.552,1,substation_or_sw,変電所,(360102),False,
301,461.88,1073.192,1,substation_or_sw,開閉所,(360107),False,
302,460.68,1101.032,1,generator,発電所,(360107),False,
303,450.36,1095.032,1,junction,,(360107),False,
304,438.72,1042.232,1,substation_or_sw,変電所,笹木野,False,
305,507.6,1125.272,1,junction,,,True,S
306,174.48,693.931,2,substation_or_sw,変電所,上川内,False,
307,174.48,709.631,3,substation_or_sw,開閉所,上川内,False,
308,166.56,680.311,1,substation_or_sw,変電所,(361211),False,
309,148.636,745.689,5,substation_or_sw,開閉所,(360515),False,
310,195.69,644.611,4,substation_or_sw,開閉所,(360805),False,
311,68.04,686.031,3,substation_or_sw,開閉所,木戸,False,
312,123.12,768.391,1,junction,,(360515),False,
313,115.56,781.471,1,junction,,大熊,True,W
314,136.16,779.111,2,substation_or_sw,変電所,(360810),False,
315,104.64,627.631,1,substation_or_sw,開閉所,(361207),False,
316,123.68,603.991,3,substation_or_sw,開閉所,北平,False,
317,204.06,608.971,2,substation_or_sw,変電所,(361205),False,
318,127.56,677.551,2,substation_or_sw,開閉所,(361210),False,
319,125.088,652.063,3,substation_or_sw,開閉所,(361207),False,
320,205.704,667.423,3,substation_or_sw,開閉所,(360804),False,
321,100.5,739.471,2,junction,,(360515),False,
322,81.667,675.111,3,substation_or_sw,開閉所,木戸,False,
323,81.36,720.331,2,junction,,富岡,False,
324,59.04,648.391,1,junction,,木戸,False,
325,197.64,620.251,2,substation_or_sw,変電所,(360805),False,
326,220.56,648.871,1,junction,,(360804),False,
327,215.28,721.831,1,substation_or_sw,開閉所,上川内,False,
328,217.08,679.051,2,substation_or_sw,開閉所,(360804),False,
329,191.76,679.591,0,substation_or_sw,変電所,(361211),False,
330,120.456,702.319,3,substation_or_sw,開閉所,(360515),False,
331,122.28,717.751,1,substation_or_sw,開閉所,(360515),False,
332,176.52,634.711,0,junction,,(361201),True,W
333,133.6,725.351,1,substation_or_sw,変電所,(360515),False,
334,119.04,738.901,0,substation_or_sw,変電所,(360515),False,
335,103.92,704.071,1,substation_or_sw,変電所,(360515),False,
336,137.52,655.591,1,substation_or_sw,変電所,(361210),False,
337,97.2,590.671,1,substation_or_sw,変電所,四倉,False,
338,109.98,590.551,2,substation_or_sw,開閉所,北平,False,
339,69.72,659.791,1,junction,,木戸,False,
340,72.84,635.431,1,substation_or_sw,開閉所,木戸,False,
341,75.54,649.351,0,substation_or_sw,変電所,木戸,False,
342,139.92,712.471,1,substation_or_sw,変電所,(360515),False,
343,112.44,610.771,0,generator,発電所,(361207),False,
344,149.44,533.971,0,substation_or_sw,開閉所,平大町,False,
345,339.92,107.631,3,substation_or_sw,開閉所,,False,
346,331.08,117.391,1,substation_or_sw,開閉所,,False,
347,294.6,77.711,1,substation_or_sw,開閉所,,False,
348,370.74,81.091,2,substation_or_sw,開閉所,,False,
349,258.36,303.931,0,substation_or_sw,変電所,,False,
