line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type,length_km,r_pu,x_pu,b_pu,rating_mva,is_transformer
L0038,45,46,66,46.071,False,"[[476.88, 392.4], [504.36, 378.96], [519.84, 378.96]]",actual,8.7535,0.006029,0.076965,0.00104477,50.0,
362F,47,48,66,54.572,False,"[[567.36, 479.4], [567.396, 479.599], [567.432, 479.799], [567.468, 480.001], [567.504, 480.205], [567.54, 480.409], [567.576, 480.614], [567.612, 480.82], [567.648, 481.026], [567.684, 481.233], [567.72, 481.44], [567.756, 481.647], [567.792, 481.854], [567.828, 482.06], [567.864, 482.266], [567.9, 482.471], [567.936, 482.676], [567.972, 482.879], [568.008, 483.081], [568.044, 483.281], [568.08, 483.48], [597.0, 505.68], [604.08, 507.48], [604.153, 507.156], [604.227, 506.832], [604.303, 506.508], [604.38, 506.184], [604.459, 505.86], [604.538, 505.536], [604.618, 505.212], [604.698, 504.888], [604.779, 504.564], [604.86, 504.24], [604.941, 503.916], [605.022, 503.592], [605.102, 503.268], [605.182, 502.944], [605.261, 502.62], [605.34, 502.296], [605.417, 501.972], [605.493, 501.648], [605.567, 501.324], [605.64, 501.0]]",actual,10.3687,0.007141,0.091166,0.00123755,50.0,
362J,47,49,66,45.129,False,"[[573.96, 471.48], [581.52, 471.36], [581.852, 471.096], [582.167, 470.809], [582.467, 470.498], [582.755, 470.162], [583.031, 469.802], [583.3, 469.417], [583.563, 469.007], [583.822, 468.572], [584.08, 468.112], [584.34, 467.625], [584.603, 467.112], [584.872, 466.573], [585.15, 466.008], [585.438, 465.415], [585.739, 464.796], [586.055, 464.148], [586.389, 463.474], [586.743, 462.771], [587.119, 462.04], [587.52, 461.28], [586.8, 453.0], [594.84, 445.92], [594.858, 445.579], [594.876, 445.239], [594.894, 444.901], [594.911, 444.565], [594.928, 444.229], [594.945, 443.894], [594.961, 443.56], [594.976, 443.226], [594.991, 442.893], [595.005, 442.56], [595.018, 442.227], [595.03, 441.894], [595.041, 441.56], [595.051, 441.226], [595.059, 440.891], [595.067, 440.556], [595.072, 440.219], [595.077, 439.881], [595.079, 439.541], [595.08, 439.2]]",actual,8.5745,0.005905,0.075391,0.00102341,50.0,
L0039,47,74,66,160.055,False,"[[476.16, 371.16], [476.196, 372.907], [476.232, 374.655], [476.268, 376.405], [476.304, 378.156], [476.34, 379.909], [476.376, 381.662], [476.412, 383.416], [476.448, 385.17], [476.484, 386.925], [476.52, 388.68], [476.556, 390.435], [476.592, 392.19], [476.628, 393.944], [476.664, 395.698], [476.7, 397.451], [476.736, 399.204], [476.772, 400.955], [476.808, 402.705], [476.844, 404.453], [476.88, 406.2], [494.64, 441.0], [505.08, 449.04], [521.52, 453.6], [531.12, 459.6], [540.72, 468.48], [547.32, 473.04], [560.88, 480.6], [568.08, 477.72]]",actual,30.4105,0.020944,0.267383,0.00362962,50.0,
3605,48,98,66,46.222,False,"[[608.88, 501.24], [608.872, 501.605], [608.85, 501.98], [608.815, 502.364], [608.769, 502.755], [608.713, 503.153], [608.65, 503.556], [608.581, 503.963], [608.508, 504.373], [608.432, 504.786], [608.355, 505.2], [608.279, 505.614], [608.206, 506.027], [608.137, 506.437], [608.074, 506.844], [608.019, 507.248], [607.974, 507.645], [607.939, 508.036], [607.918, 508.42], [607.911, 508.795], [607.92, 509.16], [610.44, 522.12], [610.08, 531.72], [605.04, 540.48], [605.64, 545.76]]",actual,8.7822,0.006048,0.077217,0.00104819,50.0,
362H,50,51,66,19.648,False,"[[566.04, 504.12], [566.04, 498.84], [578.64, 492.72], [578.28, 492.72]]",actual,3.7331,0.002571,0.032823,0.00044556,50.0,
362G,52,53,66,43.832,False,"[[644.04, 491.28], [644.021, 491.586], [644.001, 491.892], [643.979, 492.198], [643.956, 492.503], [643.931, 492.808], [643.906, 493.113], [643.88, 493.417], [643.854, 493.72], [643.827, 494.023], [643.8, 494.325], [643.773, 494.626], [643.746, 494.926], [643.72, 495.225], [643.694, 495.523], [643.669, 495.819], [643.644, 496.115], [643.621, 496.408], [643.599, 496.701], [643.579, 496.991], [643.56, 497.28], [622.32, 509.04], [609.0, 511.44]]",actual,8.3281,0.005736,0.073224,0.00099399,50.0,
L0040,54,55,66,18.025,False,"[[622.2, 893.64], [607.68, 904.32]]",actual,3.4247,0.002359,0.030112,0.00040876,50.0,
312C,56,85,66,52.63,False,"[[658.2, 239.52], [662.52, 230.64], [655.8, 195.36], [657.6, 188.76]]",actual,9.9997,0.006887,0.087922,0.00119351,50.0,
L0041,56,232,66,25.563,False,"[[653.28, 238.92], [658.56, 239.88], [663.24, 257.64], [662.926, 259.443]]",actual,4.857,0.003345,0.042705,0.0005797,50.0,
L0042,60,160,66,25.444,False,"[[230.52, 784.8], [217.32, 791.4], [206.64, 791.76]]",actual,4.8344,0.003329,0.042506,0.000577,50.0,
L0043,60,181,66,12.369,False,"[[247.08, 779.76], [236.4, 773.52]]",actual,2.3501,0.001619,0.020663,0.0002805,50.0,
372B,60,182,66,21.894,False,"[[230.16, 784.68], [219.36, 781.92], [208.68, 780.72]]",actual,4.1599,0.002865,0.036575,0.0004965,50.0,
L0044,61,86,66,21.72,False,"[[277.08, 354.84], [298.8, 354.84]]",actual,4.1268,0.002842,0.036285,0.00049255,50.0,
L0045,62,89,66,29.889,False,"[[212.4, 396.48], [213.36, 409.92], [210.0, 420.12], [211.32, 425.64]]",actual,5.6789,0.003911,0.049932,0.0006778,50.0,
332C,62,107,66,51.105,False,"[[219.84, 422.76], [201.12, 428.04], [188.64, 427.56], [177.72, 431.16], [170.4, 428.88]]",actual,9.7099,0.006687,0.085374,0.00115893,50.0,
L0046,62,170,66,16.559,False,"[[219.24, 421.44], [234.72, 415.56]]",actual,3.1462,0.002167,0.027663,0.00037551,50.0,
371E,63,64,66,110.814,False,"[[258.96, 827.04], [246.96, 845.52], [227.76, 864.6], [192.96, 874.68], [182.04, 878.4], [174.36, 890.04]]",actual,21.0547,0.0145,0.185122,0.00251297,50.0,
3704,63,161,66,11.77,False,"[[257.28, 827.4], [260.64, 816.12]]",actual,2.2363,0.00154,0.019663,0.00026691,50.0,
3708,65,95,66,19.329,False,"[[341.52, 870.96], [354.0, 856.2]]",actual,3.6725,0.002529,0.03229,0.00043833,50.0,
371S,65,204,33,38.651,False,"[[366.48, 892.2], [357.36, 854.64]]",actual,7.3437,0.038236,0.262997,0.00023992,20.0,
3809,67,68,66,27.975,False,"[[607.68, 932.52], [616.56, 918.84], [616.998, 918.789], [617.482, 918.742], [618.006, 918.7], [618.565, 918.661], [619.155, 918.626], [619.77, 918.594], [620.405, 918.563], [621.055, 918.535], [621.715, 918.507], [622.38, 918.48], [623.045, 918.453], [623.705, 918.425], [624.355, 918.397], [624.99, 918.366], [625.605, 918.334], [626.195, 918.299], [626.754, 918.26], [627.278, 918.218], [627.762, 918.171], [628.2, 918.12]]",actual,5.3153,0.003661,0.046734,0.0006344,50.0,
L0047,68,227,66,49.691,False,"[[626.16, 916.08], [616.44, 916.32], [607.68, 904.2], [594.12, 896.04], [588.57, 888.718]]",actual,9.4413,0.006502,0.083012,0.00112686,50.0,
321G,69,203,33,16.125,False,"[[248.88, 180.12], [247.68, 196.2]]",actual,3.0638,0.015952,0.109721,0.00010009,20.0,
313H,70,71,66,10.699,False,"[[440.28, 219.24], [444.48, 229.08]]",actual,2.0328,0.0014,0.017873,0.00024262,50.0,
L0048,72,73,66,31.331,False,"[[330.24, 504.12], [341.76, 499.2], [360.24, 502.68]]",actual,5.9529,0.0041,0.052341,0.0007105,50.0,
344B,73,108,66,60.276,False,"[[306.48, 522.0], [327.24, 518.4], [365.16, 508.44]]",actual,11.4524,0.007887,0.100695,0.0013669,50.0,
313Q,74,164,66,17.481,False,"[[475.44, 369.96], [492.84, 371.64]]",actual,3.3214,0.002287,0.029203,0.00039642,50.0,
313R,74,226,33,44.655,False,"[[462.48, 372.72], [458.16, 373.56], [448.08, 376.8], [445.92, 384.36], [448.68, 396.24], [449.04, 405.84]]",actual,8.4845,0.044175,0.303851,0.00027719,20.0,
L0049,76,77,66,63.029,False,"[[296.52, 544.44], [279.36, 532.56], [281.64, 525.84], [282.24, 506.16], [282.097, 505.527], [281.955, 504.855], [281.815, 504.149], [281.676, 503.413], [281.539, 502.65], [281.402, 501.866], [281.266, 501.065], [281.13, 500.25], [280.995, 499.427], [280.86, 498.6], [280.725, 497.773], [280.59, 496.95], [280.454, 496.135], [280.318, 495.334], [280.181, 494.55], [280.044, 493.788], [279.905, 493.051], [279.765, 492.345], [279.623, 491.673], [279.48, 491.04]]",actual,11.9755,0.008248,0.105294,0.00142933,50.0,
L0050,76,108,66,24.514,False,"[[297.72, 545.64], [305.4, 522.36]]",actual,4.6577,0.003208,0.040952,0.00055591,50.0,
L0051,76,192,66,27.61,False,"[[310.44, 573.0], [300.0, 547.44]]",actual,5.2459,0.003613,0.046124,0.00062612,50.0,
L0052,77,176,66,12.518,False,"[[269.64, 493.56], [280.56, 499.68]]",actual,2.3784,0.001638,0.020912,0.00028387,50.0,
L0053,78,79,66,17.772,False,"[[375.84, 859.56], [373.68, 841.92]]",actual,3.3767,0.002326,0.029689,0.00040302,50.0,
3702,79,80,66,15.353,False,"[[373.68, 841.92], [359.4, 836.28]]",actual,2.9171,0.002009,0.025648,0.00034817,50.0,
3707,79,94,66,17.533,False,"[[390.36, 847.68], [373.8, 841.92]]",actual,3.3313,0.002294,0.02929,0.0003976,50.0,
313J,81,82,66,62.738,False,"[[361.32, 188.16], [352.68, 194.4], [352.681, 194.923], [352.683, 195.447], [352.687, 195.973], [352.692, 196.5], [352.699, 197.029], [352.706, 197.558], [352.714, 198.088], [352.722, 198.618], [352.731, 199.149], [352.74, 199.68], [352.749, 200.211], [352.758, 200.742], [352.766, 201.272], [352.774, 201.802], [352.781, 202.331], [352.788, 202.86], [352.793, 203.387], [352.797, 203.913], [352.799, 204.437], [352.8, 204.96], [359.88, 211.92], [360.0, 219.84], [353.64, 242.64]]",actual,11.9202,0.00821,0.104808,0.00142273,50.0,
313C,83,84,66,32.786,False,"[[525.48, 271.56], [524.52, 260.52], [544.68, 252.48]]",actual,6.2293,0.00429,0.054771,0.0007435,50.0,
L0054,87,88,66,15.84,False,"[[303.24, 417.84], [319.08, 417.84]]",actual,3.0096,0.002073,0.026462,0.00035921,50.0,
371K,90,91,66,20.292,False,"[[302.52, 703.68], [313.8, 704.76], [322.2, 701.64]]",actual,3.8555,0.002655,0.033899,0.00046017,50.0,
371F,92,93,66,38.837,False,"[[244.32, 848.4], [235.2, 844.92], [206.16, 846.36]]",actual,7.379,0.005082,0.06488,0.00088072,50.0,
L0055,92,93,33,30.871,False,"[[209.28, 848.64], [209.629, 848.633], [210.258, 848.613], [211.136, 848.582], [212.234, 848.54], [213.519, 848.49], [214.962, 848.433], [216.531, 848.37], [218.195, 848.302], [219.923, 848.232], [221.685, 848.16], [223.45, 848.088], [225.186, 848.018], [226.864, 847.95], [228.451, 847.887], [229.918, 847.83], [231.233, 847.78], [232.366, 847.738], [233.285, 847.707], [233.96, 847.687], [234.36, 847.68], [239.76, 849.72]]",actual,5.8655,0.030539,0.210059,0.00019163,20.0,
371H,92,212,33,25.505,False,"[[243.12, 851.76], [245.16, 852.48], [248.88, 846.96], [265.44, 849.0]]",actual,4.846,0.025231,0.173546,0.00015832,20.0,
371C,93,208,33,28.488,False,"[[180.96, 846.96], [188.4, 847.44], [189.24, 851.04], [197.88, 855.48], [202.08, 849.12]]",actual,5.4127,0.028182,0.193844,0.00017683,20.0,
L0056,97,98,66,73.424,False,"[[679.2, 533.04], [660.48, 537.84], [644.28, 537.6], [627.0, 543.96], [607.68, 546.48]]",actual,13.9506,0.009608,0.12266,0.00166506,50.0,
354A,99,100,66,93.898,False,"[[427.92, 605.88], [429.36, 598.8], [428.52, 585.48], [436.68, 553.92], [457.92, 547.8], [468.96, 532.8]]",actual,17.8406,0.012287,0.156863,0.00212936,50.0,
382B,102,103,66,28.583,False,"[[560.16, 820.2], [555.12, 820.2], [545.04, 814.92], [544.979, 814.858], [544.87, 814.679], [544.719, 814.394], [544.529, 814.013], [544.307, 813.548], [544.056, 813.008], [543.782, 812.406], [543.489, 811.752], [543.181, 811.056], [542.865, 810.33], [542.544, 809.584], [542.223, 808.829], [541.908, 808.076], [541.602, 807.335], [541.311, 806.618], [541.039, 805.934], [540.791, 805.296], [540.572, 804.714], [540.387, 804.198], [540.24, 803.76]]",actual,5.4308,0.00374,0.04775,0.00064819,50.0,
L0057,103,183,66,31.47,False,"[[550.2, 802.08], [546.84, 803.76], [538.08, 803.28], [533.52, 799.56], [532.98, 799.649], [532.405, 799.737], [531.801, 799.822], [531.17, 799.907], [530.516, 799.989], [529.844, 800.071], [529.156, 800.151], [528.457, 800.23], [527.75, 800.308], [527.04, 800.385], [526.33, 800.461], [525.623, 800.536], [524.924, 800.611], [524.236, 800.685], [523.564, 800.758], [522.91, 800.831], [522.279, 800.904], [521.675, 800.976], [521.1, 801.048], [520.56, 801.12]]",actual,5.9793,0.004118,0.052573,0.00071366,50.0,
L0058,103,229,33,26.356,False,"[[549.48, 802.32], [560.52, 807.0], [574.8, 808.56]]",actual,5.0076,0.026073,0.179337,0.0001636,20.0,
382D,105,106,66,11.33,False,"[[525.12, 822.84], [515.16, 817.44]]",actual,2.1527,0.001483,0.018928,0.00025693,50.0,
332E,107,197,33,74.832,False,"[[168.36, 427.8], [123.48, 425.28], [99.72, 407.16]]",actual,14.2181,0.074028,0.509187,0.0004645,20.0,
L0059,107,209,33,49.325,False,"[[167.76, 427.8], [165.6, 433.32], [153.72, 436.32], [147.84, 442.08], [139.68, 443.64], [137.88, 447.96], [147.48, 450.48]]",actual,9.3718,0.048795,0.335627,0.00030618,20.0,
L0060,108,210,33,10.304,False,"[[307.08, 511.44], [304.44, 521.4]]",actual,1.9578,0.010193,0.070113,6.396e-05,20.0,
L0061,110,192,66,32.196,False,"[[277.44, 575.52], [278.381, 575.497], [279.466, 575.464], [280.679, 575.423], [282.002, 575.376], [283.419, 575.323], [284.915, 575.266], [286.471, 575.207], [288.073, 575.146], [289.703, 575.085], [291.345, 575.025], [292.982, 574.968], [294.599, 574.915], [296.178, 574.868], [297.703, 574.827], [299.158, 574.794], [300.526, 574.771], [301.791, 574.759], [302.936, 574.759], [303.944, 574.772], [304.8, 574.8], [304.918, 574.799], [305.056, 574.799], [305.211, 574.802], [305.382, 574.809], [305.565, 574.822], [305.759, 574.845], [305.962, 574.879], [306.171, 574.927], [306.384, 574.99], [306.6, 575.07], [306.816, 575.17], [307.029, 575.292], [307.238, 575.439], [307.441, 575.611], [307.635, 575.812], [307.818, 576.044], [307.989, 576.309], [308.144, 576.608], [308.282, 576.944], [308.4, 577.32]]",actual,6.1172,0.004213,0.053786,0.00073012,50.0,
355C,111,112,66,15.815,False,"[[359.52, 642.96], [344.04, 646.2]]",actual,3.0048,0.002069,0.02642,0.00035864,50.0,
L0062,112,222,33,57.242,False,"[[347.4, 644.76], [341.16, 654.6], [339.662, 654.779], [337.92, 654.991], [335.963, 655.232], [333.817, 655.498], [331.509, 655.785], [329.067, 656.09], [326.518, 656.41], [323.888, 656.741], [321.204, 657.079], [318.495, 657.42], [315.786, 657.761], [313.106, 658.099], [310.48, 658.43], [307.937, 658.75], [305.503, 659.055], [303.205, 659.342], [301.071, 659.608], [299.127, 659.849], [297.401, 660.061], [295.92, 660.24]]",actual,10.876,0.056627,0.389498,0.00035532,20.0,
L0063,115,116,66,14.369,False,"[[567.36, 625.56], [560.64, 621.48], [554.16, 622.08]]",actual,2.7301,0.00188,0.024004,0.00032585,50.0,
L0064,117,118,66,55.877,False,"[[593.88, 682.08], [577.08, 695.04], [550.44, 699.96], [550.047, 699.974], [549.658, 699.979], [549.274, 699.978], [548.893, 699.97], [548.516, 699.956], [548.142, 699.938], [547.769, 699.917], [547.399, 699.893], [547.029, 699.867], [546.66, 699.84], [546.291, 699.813], [545.921, 699.787], [545.551, 699.763], [545.178, 699.742], [544.804, 699.724], [544.427, 699.71], [544.046, 699.702], [543.662, 699.701], [543.273, 699.706], [542.88, 699.72]]",actual,10.6166,0.007312,0.093346,0.00126714,50.0,
361B,118,119,66,30.874,False,"[[540.96, 708.48], [519.0, 706.92], [511.2, 702.72]]",actual,5.8661,0.00404,0.051577,0.00070014,50.0,
372A,121,122,66,34.795,False,"[[194.88, 805.08], [205.68, 810.24], [228.48, 809.16]]",actual,6.6111,0.004553,0.058127,0.00078906,50.0,
3705,122,163,66,47.932,False,"[[233.76, 816.48], [209.4, 828.6], [195.0, 829.08], [188.88, 827.52]]",actual,9.1071,0.006272,0.080074,0.00108697,50.0,
L0065,124,125,66,30.24,False,"[[269.64, 643.32], [270.393, 643.32], [271.142, 643.32], [271.886, 643.32], [272.627, 643.32], [273.364, 643.32], [274.098, 643.32], [274.831, 643.32], [275.561, 643.32], [276.291, 643.32], [277.02, 643.32], [277.749, 643.32], [278.479, 643.32], [279.209, 643.32], [279.942, 643.32], [280.676, 643.32], [281.413, 643.32], [282.154, 643.32], [282.898, 643.32], [283.647, 643.32], [284.4, 643.32], [299.88, 643.32]]",actual,5.7456,0.003957,0.050518,0.00068576,50.0,
341E,127,128,66,103.131,False,"[[173.76, 575.52], [163.56, 564.96], [163.56, 548.4], [161.4, 510.48], [151.8, 477.96]]",actual,19.5949,0.013495,0.172287,0.00233874,50.0,
L0066,129,130,66,40.341,False,"[[128.04, 547.2], [139.44, 535.92], [163.08, 541.56]]",actual,7.6648,0.005279,0.067392,0.00091483,50.0,
L0067,130,131,66,16.177,False,"[[175.8, 543.0], [162.96, 552.84]]",actual,3.0736,0.002117,0.027025,0.00036685,50.0,
341D,130,162,66,17.766,False,"[[163.08, 548.16], [149.16, 559.2]]",actual,3.3755,0.002325,0.029679,0.00040289,50.0,
343D,132,133,66,23.262,False,"[[183.6, 552.84], [165.72, 567.72]]",actual,4.4198,0.003044,0.038861,0.00052752,50.0,
341F,134,135,66,18.563,False,"[[119.52, 513.96], [136.68, 521.04]]",actual,3.527,0.002429,0.031011,0.00042096,50.0,
L0068,137,138,66,18.027,False,"[[150.6, 618.72], [149.751, 619.006], [148.898, 619.289], [148.041, 619.569], [147.18, 619.847], [146.316, 620.123], [145.449, 620.396], [144.582, 620.668], [143.713, 620.94], [142.844, 621.21], [141.975, 621.48], [141.107, 621.75], [140.241, 622.02], [139.376, 622.292], [138.515, 622.564], [137.657, 622.838], [136.803, 623.113], [135.954, 623.391], [135.11, 623.671], [134.271, 623.954], [133.44, 624.24]]",actual,3.4251,0.002359,0.030115,0.0004088,50.0,
L0069,139,140,66,107.417,False,"[[106.2, 639.12], [134.04, 645.72], [160.8, 645.96], [169.08, 640.44], [209.28, 652.92]]",actual,20.4092,0.014056,0.179448,0.00243593,50.0,
343H,141,142,66,33.731,False,"[[151.8, 657.48], [157.68, 666.12], [157.681, 667.289], [157.683, 668.457], [157.687, 669.623], [157.692, 670.788], [157.699, 671.951], [157.706, 673.114], [157.714, 674.276], [157.722, 675.438], [157.731, 676.599], [157.74, 677.76], [157.749, 678.921], [157.758, 680.082], [157.766, 681.244], [157.774, 682.406], [157.781, 683.569], [157.788, 684.732], [157.793, 685.897], [157.797, 687.063], [157.799, 688.231], [157.8, 689.4]]",actual,6.4089,0.004414,0.05635,0.00076493,50.0,
L0070,142,147,66,24.487,False,"[[157.8, 671.64], [133.32, 672.24]]",actual,4.6525,0.003204,0.040907,0.0005553,50.0,
343C,143,144,66,18.748,False,"[[128.76, 612.84], [146.64, 607.2]]",actual,3.5621,0.002453,0.03132,0.00042515,50.0,
343B,143,196,66,26.146,False,"[[118.56, 585.24], [126.72, 610.08]]",actual,4.9677,0.003421,0.043679,0.00059292,50.0,
L0071,143,148,66,44.188,False,"[[126.72, 609.72], [136.2, 629.88], [157.68, 634.2]]",actual,8.3957,0.005782,0.073819,0.00100207,50.0,
343G,145,146,66,10.331,False,"[[192.36, 626.64], [192.84, 636.96]]",actual,1.9629,0.001352,0.017259,0.00023428,50.0,
L0072,147,150,66,33.683,False,"[[139.32, 672.24], [139.285, 672.597], [139.251, 672.95], [139.219, 673.298], [139.188, 673.643], [139.159, 673.984], [139.13, 674.322], [139.102, 674.659], [139.074, 674.993], [139.047, 675.327], [139.02, 675.66], [138.993, 675.993], [138.966, 676.327], [138.938, 676.661], [138.91, 676.998], [138.881, 677.336], [138.852, 677.677], [138.821, 678.022], [138.789, 678.37], [138.755, 678.723], [138.72, 679.08], [125.52, 685.8], [125.489, 686.333], [125.468, 686.884], [125.456, 687.454], [125.451, 688.039], [125.452, 688.637], [125.46, 689.246], [125.471, 689.865], [125.485, 690.491], [125.502, 691.121], [125.52, 691.755], [125.538, 692.39], [125.555, 693.023], [125.569, 693.653], [125.58, 694.278], [125.587, 694.896], [125.589, 695.504], [125.584, 696.1], [125.572, 696.683], [125.551, 697.25], [125.52, 697.8]]",actual,6.3998,0.004408,0.05627,0.00076384,50.0,
353B,148,149,66,48.985,False,"[[156.0, 635.52], [159.87, 634.605], [163.27, 633.798], [166.252, 633.086], [168.869, 632.457], [171.172, 631.899], [173.215, 631.402], [175.049, 630.953], [176.726, 630.54], [178.299, 630.151], [179.82, 629.775], [181.341, 629.4], [182.914, 629.014], [184.591, 628.606], [186.425, 628.162], [188.468, 627.673], [190.771, 627.126], [193.388, 626.509], [196.37, 625.81], [199.77, 625.017], [203.64, 624.12]]",actual,9.3072,0.00641,0.081833,0.00111085,50.0,
L0073,148,153,66,71.997,False,"[[155.64, 636.24], [155.639, 637.313], [155.637, 638.373], [155.633, 639.421], [155.628, 640.459], [155.623, 641.488], [155.617, 642.509], [155.611, 643.524], [155.605, 644.534], [155.6, 645.541], [155.595, 646.545], [155.591, 647.548], [155.588, 648.552], [155.587, 649.558], [155.587, 650.566], [155.589, 651.579], [155.594, 652.598], [155.601, 653.625], [155.611, 654.659], [155.624, 655.704], [155.64, 656.76], [105.0, 666.0]]",actual,13.6794,0.009421,0.120276,0.0016327,50.0,
L0074,151,152,66,24.36,False,"[[114.24, 696.24], [138.6, 696.24]]",actual,4.6284,0.003188,0.040695,0.00055242,50.0,
371M,154,155,66,57.247,False,"[[326.4, 690.72], [304.8, 685.8], [284.76, 688.92], [276.36, 687.36], [270.12, 687.96]]",actual,10.8769,0.007491,0.095635,0.00129821,50.0,
371L,155,201,66,18.393,False,"[[273.36, 688.2], [273.289, 688.631], [273.188, 689.061], [273.059, 689.488], [272.906, 689.915], [272.732, 690.339], [272.54, 690.763], [272.334, 691.185], [272.118, 691.606], [271.893, 692.026], [271.665, 692.445], [271.436, 692.863], [271.209, 693.28], [270.987, 693.697], [270.775, 694.113], [270.576, 694.528], [270.392, 694.943], [270.227, 695.358], [270.084, 695.772], [269.968, 696.186], [269.88, 696.6], [260.64, 697.08]]",actual,3.4947,0.002407,0.030727,0.0004171,50.0,
L0075,157,158,66,11.083,False,"[[254.52, 432.6], [248.4, 441.84]]",actual,2.1058,0.00145,0.018515,0.00025133,50.0,
311B,167,168,66,72.395,False,"[[569.76, 139.2], [570.0, 148.68], [565.56, 160.2], [563.4, 210.72]]",actual,13.755,0.009473,0.120941,0.00164173,50.0,
362C,171,172,66,15.036,False,"[[492.48, 621.6], [486.24, 607.92]]",actual,2.8568,0.001968,0.025119,0.00034098,50.0,
L0076,174,175,66,11.76,False,"[[306.72, 239.76], [306.72, 251.52]]",actual,2.2344,0.001539,0.019646,0.00026669,50.0,
371A,177,178,66,13.477,False,"[[280.68, 817.32], [286.32, 805.08]]",actual,2.5606,0.001764,0.022514,0.00030562,50.0,
331C,179,180,66,12.614,False,"[[290.64, 370.44], [303.24, 369.84]]",actual,2.3967,0.001651,0.021073,0.00028605,50.0,
362I,184,185,66,19.643,False,"[[528.96, 457.68], [535.56, 455.28], [541.8, 454.56], [542.88, 448.68], [542.52, 448.68]]",actual,3.7322,0.00257,0.032815,0.00044545,50.0,
313D,186,187,66,12.563,False,"[[480.48, 221.88], [492.48, 218.16]]",actual,2.387,0.001644,0.020987,0.0002849,50.0,
3105,188,189,66,101.089,False,"[[658.44, 275.76], [656.52, 287.76], [658.2, 293.4], [657.84, 301.68], [652.56, 307.8], [649.2, 333.72], [650.88, 348.0], [649.2, 357.96], [646.68, 361.44], [646.693, 361.942], [646.696, 362.472], [646.691, 363.029], [646.678, 363.608], [646.659, 364.206], [646.636, 364.819], [646.608, 365.445], [646.578, 366.081], [646.547, 366.722], [646.515, 367.365], [646.484, 368.008], [646.455, 368.646], [646.43, 369.276], [646.409, 369.896], [646.393, 370.502], [646.384, 371.09], [646.383, 371.657], [646.392, 372.2], [646.41, 372.715], [646.44, 373.2]]",actual,19.2069,0.013228,0.168876,0.00229243,50.0,
312F,188,205,33,79.182,False,"[[659.52, 275.76], [664.56, 279.72], [652.92, 284.64], [652.903, 285.215], [652.887, 285.789], [652.873, 286.361], [652.86, 286.932], [652.849, 287.501], [652.838, 288.07], [652.828, 288.638], [652.818, 289.206], [652.809, 289.773], [652.8, 290.34], [652.791, 290.907], [652.782, 291.474], [652.772, 292.042], [652.762, 292.61], [652.751, 293.179], [652.74, 293.749], [652.727, 294.319], [652.713, 294.891], [652.697, 295.465], [652.68, 296.04], [663.6, 302.64], [663.36, 309.0], [675.72, 313.92], [685.92, 319.2], [687.48, 323.76]]",actual,15.0446,0.078331,0.538787,0.00049151,20.0,
L0077,188,232,66,14.979,False,"[[662.926, 259.443], [660.36, 274.2]]",actual,2.846,0.00196,0.025023,0.00033968,50.0,
3106,190,191,66,29.518,False,"[[657.96, 296.88], [670.08, 299.76], [665.52, 316.2]]",actual,5.6084,0.003863,0.049312,0.00066939,50.0,
L0078,192,193,66,23.141,False,"[[313.44, 578.64], [336.48, 580.8]]",actual,4.3968,0.003028,0.038659,0.00052478,50.0,
L0079,193,194,66,23.546,False,"[[332.52, 559.08], [338.4, 581.88]]",actual,4.4737,0.003081,0.039335,0.00053396,50.0,
L0080,197,198,66,16.629,False,"[[104.76, 411.36], [120.36, 405.6]]",actual,3.1595,0.002176,0.02778,0.0003771,50.0,
361F,199,200,66,10.192,False,"[[555.6, 699.6], [557.76, 709.56]]",actual,1.9365,0.001334,0.017026,0.00023113,50.0,
L0081,206,207,33,21.387,False,"[[661.08, 337.2], [669.72, 345.72], [669.24, 354.96]]",actual,4.0635,0.021157,0.145526,0.00013276,20.0,
332F,209,213,33,14.413,False,"[[137.88, 448.2], [133.32, 451.8], [136.68, 459.72]]",actual,2.7385,0.014258,0.098072,8.947e-05,20.0,
371I,212,223,33,18.216,False,"[[268.08, 847.68], [285.96, 851.16]]",actual,3.461,0.01802,0.123949,0.00011307,20.0,
321E,214,234,33,67.558,False,"[[285.96, 273.6], [281.16, 297.48], [237.96, 297.72]]",actual,12.836,0.066832,0.459692,0.00041935,20.0,
382F,215,216,33,13.375,False,"[[606.36, 819.24], [603.72, 812.76], [605.04, 806.52]]",actual,2.5413,0.013231,0.091009,8.302e-05,20.0,
L0082,215,229,33,35.043,False,"[[574.8, 808.56], [574.8, 808.56], [588.0, 814.32], [600.12, 815.88], [605.64, 822.24]]",actual,6.6582,0.034667,0.238447,0.00021752,20.0,
312B,217,218,33,13.368,False,"[[692.16, 211.08], [700.2, 221.76]]",actual,2.5399,0.013224,0.090961,8.298e-05,20.0,
312H,219,220,33,24.795,False,"[[762.24, 146.52], [747.96, 154.8], [739.68, 154.44]]",actual,4.7111,0.024529,0.168715,0.00015391,20.0,
L0083,224,225,33,11.082,False,"[[307.08, 658.92], [310.44, 669.48]]",actual,2.1056,0.010963,0.075406,6.879e-05,20.0,
383D,227,228,66,17.578,False,"[[588.57, 888.718], [602.58, 878.1]]",actual,3.3398,0.0023,0.029365,0.00039862,50.0,
