line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type
L0045,62,89,66,29.889,False,"[[212.4, 396.48], [213.36, 409.92], [210.0, 420.12], [211.32, 425.64]]",actual
332C,62,107,66,51.105,False,"[[219.84, 422.76], [201.12, 428.04], [188.64, 427.56], [177.72, 431.16], [170.4, 428.88]]",actual
L0046,62,170,66,16.559,False,"[[219.24, 421.44], [234.72, 415.56]]",actual
371E,63,64,66,110.814,False,"[[258.96, 827.04], [246.96, 845.52], [227.76, 864.6], [192.96, 874.68], [182.04, 878.4], [174.36, 890.04]]",actual
3704,63,161,66,11.77,False,"[[257.28, 827.4], [260.64, 816.12]]",actual
3708,65,95,66,19.329,False,"[[341.52, 870.96], [354.0, 856.2]]",actual
371S,65,204,33,38.651,False,"[[366.48, 892.2], [357.36, 854.64]]",actual
3809,67,68,66,27.975,False,"[[607.68, 932.52], [616.56, 918.84], [616.998, 918.789], [617.482, 918.742], [618.006, 918.7], [618.565, 918.661], [619.155, 918.626], [619.77, 918.594], [620.405, 918.563], [621.055, 918.535], [621.715, 918.507], [622.38, 918.48], [623.045, 918.453], [623.705, 918.425], [624.355, 918.397], [624.99, 918.366], [625.605, 918.334], [626.195, 918.299], [626.754, 918.26], [627.278, 918.218], [627.762, 918.171], [628.2, 918.12]]",actual
L0047,68,227,66,49.691,False,"[[626.16, 916.08], [616.44, 916.32], [607.68, 904.2], [594.12, 896.04], [588.57, 888.718]]",actual
321G,69,203,33,16.125,False,"[[248.88, 180.12], [247.68, 196.2]]",actual
313H,70,71,66,10.699,False,"[[440.28, 219.24], [444.48, 229.08]]",actual
L0048,72,73,66,31.331,False,"[[330.24, 504.12], [341.76, 499.2], [360.24, 502.68]]",actual
344B,73,108,66,60.276,False,"[[306.48, 522.0], [327.24, 518.4], [365.16, 508.44]]",actual
313Q,74,164,66,17.481,False,"[[475.44, 369.96], [492.84, 371.64]]",actual
313R,74,226,33,44.655,False,"[[462.48, 372.72], [458.16, 373.56], [448.08, 376.8], [445.92, 384.36], [448.68, 396.24], [449.04, 405.84]]",actual
L0049,76,77,66,63.029,False,"[[296.52, 544.44], [279.36, 532.56], [281.64, 525.84], [282.24, 506.16], [282.097, 505.527], [281.955, 504.855], [281.815, 504.149], [281.676, 503.413], [281.539, 502.65], [281.402, 501.866], [281.266, 501.065], [281.13, 500.25], [280.995, 499.427], [280.86, 498.6], [280.725, 497.773], [280.59, 496.95], [280.454, 496.135], [280.318, 495.334], [280.181, 494.55], [280.044, 493.788], [279.905, 493.051], [279.765, 492.345], [279.623, 491.673], [279.48, 491.04]]",actual
L0050,76,108,66,24.514,False,"[[297.72, 545.64], [305.4, 522.36]]",actual
L0051,76,192,66,27.61,False,"[[310.44, 573.0], [300.0, 547.44]]",actual
L0052,77,176,66,12.518,False,"[[269.64, 493.56], [280.56, 499.68]]",actual
L0053,78,79,66,17.772,False,"[[375.84, 859.56], [373.68, 841.92]]",actual
3702,79,80,66,15.353,False,"[[373.68, 841.92], [359.4, 836.28]]",actual
3707,79,94,66,17.533,False,"[[390.36, 847.68], [373.8, 841.92]]",actual
313J,81,82,66,62.738,False,"[[361.32, 188.16], [352.68, 194.4], [352.681, 194.923], [352.683, 195.447], [352.687, 195.973], [352.692, 196.5], [352.699, 197.029], [352.706, 197.558], [352.714, 198.088], [352.722, 198.618], [352.731, 199.149], [352.74, 199.68], [352.749, 200.211], [352.758, 200.742], [352.766, 201.272], [352.774, 201.802], [352.781, 202.331], [352.788, 202.86], [352.793, 203.387], [352.797, 203.913], [352.799, 204.437], [352.8, 204.96], [359.88, 211.92], [360.0, 219.84], [353.64, 242.64]]",actual
313C,83,84,66,32.786,False,"[[525.48, 271.56], [524.52, 260.52], [544.68, 252.48]]",actual
L0054,87,88,66,15.84,False,"[[303.24, 417.84], [319.08, 417.84]]",actual
371K,90,91,66,20.292,False,"[[302.52, 703.68], [313.8, 704.76], [322.2, 701.64]]",actual
371F,92,93,66,38.837,False,"[[244.32, 848.4], [235.2, 844.92], [206.16, 846.36]]",actual
L0055,92,93,33,30.871,False,"[[209.28, 848.64], [209.629, 848.633], [210.258, 848.613], [211.136, 848.582], [212.234, 848.54], [213.519, 848.49], [214.962, 848.433], [216.531, 848.37], [218.195, 848.302], [219.923, 848.232], [221.685, 848.16], [223.45, 848.088], [225.186, 848.018], [226.864, 847.95], [228.451, 847.887], [229.918, 847.83], [231.233, 847.78], [232.366, 847.738], [233.285, 847.707], [233.96, 847.687], [234.36, 847.68], [239.76, 849.72]]",actual
371H,92,212,33,25.505,False,"[[243.12, 851.76], [245.16, 852.48], [248.88, 846.96], [265.44, 849.0]]",actual
371C,93,208,33,28.488,False,"[[180.96, 846.96], [188.4, 847.44], [189.24, 851.04], [197.88, 855.48], [202.08, 849.12]]",actual
L0056,97,98,66,73.424,False,"[[679.2, 533.04], [660.48, 537.84], [644.28, 537.6], [627.0, 543.96], [607.68, 546.48]]",actual
354A,99,100,66,93.898,False,"[[427.92, 605.88], [429.36, 598.8], [428.52, 585.48], [436.68, 553.92], [457.92, 547.8], [468.96, 532.8]]",actual
382B,102,103,66,28.583,False,"[[560.16, 820.2], [555.12, 820.2], [545.04, 814.92], [544.979, 814.858], [544.87, 814.679], [544.719, 814.394], [544.529, 814.013], [544.307, 813.548], [544.056, 813.008], [543.782, 812.406], [543.489, 811.752], [543.181, 811.056], [542.865, 810.33], [542.544, 809.584], [542.223, 808.829], [541.908, 808.076], [541.602, 807.335], [541.311, 806.618], [541.039, 805.934], [540.791, 805.296], [540.572, 804.714], [540.387, 804.198], [540.24, 803.76]]",actual
L0057,103,183,66,31.47,False,"[[550.2, 802.08], [546.84, 803.76], [538.08, 803.28], [533.52, 799.56], [532.98, 799.649], [532.405, 799.737], [531.801, 799.822], [531.17, 799.907], [530.516, 799.989], [529.844, 800.071], [529.156, 800.151], [528.457, 800.23], [527.75, 800.308], [527.04, 800.385], [526.33, 800.461], [525.623, 800.536], [524.924, 800.611], [524.236, 800.685], [523.564, 800.758], [522.91, 800.831], [522.279, 800.904], [521.675, 800.976], [521.1, 801.048], [520.56, 801.12]]",actual
L0058,103,229,33,26.356,False,"[[549.48, 802.32], [560.52, 807.0], [574.8, 808.56]]",actual
382D,105,106,66,11.33,False,"[[525.12, 822.84], [515.16, 817.44]]",actual
332E,107,197,33,74.832,False,"[[168.36, 427.8], [123.48, 425.28], [99.72, 407.16]]",actual
L0059,107,209,33,49.325,False,"[[167.76, 427.8], [165.6, 433.32], [153.72, 436.32], [147.84, 442.08], [139.68, 443.64], [137.88, 447.96], [147.48, 450.48]]",actual
L0060,108,210,33,10.304,False,"[[307.08, 511.44], [304.44, 521.4]]",actual
L0061,110,192,66,32.196,False,"[[277.44, 575.52], [278.381, 575.497], [279.466, 575.464], [280.679, 575.423], [282.002, 575.376], [283.419, 575.323], [284.915, 575.266], [286.471, 575.207], [288.073, 575.146], [289.703, 575.085], [291.345, 575.025], [292.982, 574.968], [294.599, 574.915], [296.178, 574.868], [297.703, 574.827], [299.158, 574.794], [300.526, 574.771], [301.791, 574.759], [302.936, 574.759], [303.944, 574.772], [304.8, 574.8], [304.918, 574.799], [305.056, 574.799], [305.211, 574.802], [305.382, 574.809], [305.565, 574.822], [305.759, 574.845], [305.962, 574.879], [306.171, 574.927], [306.384, 574.99], [306.6, 575.07], [306.816, 575.17], [307.029, 575.292], [307.238, 575.439], [307.441, 575.611], [307.635, 575.812], [307.818, 576.044], [307.989, 576.309], [308.144, 576.608], [308.282, 576.944], [308.4, 577.32]]",actual
355C,111,112,66,15.815,False,"[[359.52, 642.96], [344.04, 646.2]]",actual
L0062,112,222,33,57.242,False,"[[347.4, 644.76], [341.16, 654.6], [339.662, 654.779], [337.92, 654.991], [335.963, 655.232], [333.817, 655.498], [331.509, 655.785], [329.067, 656.09], [326.518, 656.41], [323.888, 656.741], [321.204, 657.079], [318.495, 657.42], [315.786, 657.761], [313.106, 658.099], [310.48, 658.43], [307.937, 658.75], [305.503, 659.055], [303.205, 659.342], [301.071, 659.608], [299.127, 659.849], [297.401, 660.061], [295.92, 660.24]]",actual
L0063,115,116,66,14.369,False,"[[567.36, 625.56], [560.64, 621.48], [554.16, 622.08]]",actual
L0064,117,118,66,55.877,False,"[[593.88, 682.08], [577.08, 695.04], [550.44, 699.96], [550.047, 699.974], [549.658, 699.979], [549.274, 699.978], [548.893, 699.97], [548.516, 699.956], [548.142, 699.938], [547.769, 699.917], [547.399, 699.893], [547.029, 699.867], [546.66, 699.84], [546.291, 699.813], [545.921, 699.787], [545.551, 699.763], [545.178, 699.742], [544.804, 699.724], [544.427, 699.71], [544.046, 699.702], [543.662, 699.701], [543.273, 699.706], [542.88, 699.72]]",actual
361B,118,119,66,30.874,False,"[[540.96, 708.48], [519.0, 706.92], [511.2, 702.72]]",actual
372A,121,122,66,34.795,False,"[[194.88, 805.08], [205.68, 810.24], [228.48, 809.16]]",actual
3705,122,163,66,47.932,False,"[[233.76, 816.48], [209.4, 828.6], [195.0, 829.08], [188.88, 827.52]]",actual
L0065,124,125,66,30.24,False,"[[269.64, 643.32], [270.393, 643.32], [271.142, 643.32], [271.886, 643.32], [272.627, 643.32], [273.364, 643.32], [274.098, 643.32], [274.831, 643.32], [275.561, 643.32], [276.291, 643.32], [277.02, 643.32], [277.749, 643.32], [278.479, 643.32], [279.209, 643.32], [279.942, 643.32], [280.676, 643.32], [281.413, 643.32], [282.154, 643.32], [282.898, 643.32], [283.647, 643.32], [284.4, 643.32], [299.88, 643.32]]",actual
341E,127,128,66,103.131,False,"[[173.76, 575.52], [163.56, 564.96], [163.56, 548.4], [161.4, 510.48], [151.8, 477.96]]",actual
L0066,129,130,66,40.341,False,"[[128.04, 547.2], [139.44, 535.92], [163.08, 541.56]]",actual
L0067,130,131,66,16.177,False,"[[175.8, 543.0], [162.96, 552.84]]",actual
341D,130,162,66,17.766,False,"[[163.08, 548.16], [149.16, 559.2]]",actual
343D,132,133,66,23.262,False,"[[183.6, 552.84], [165.72, 567.72]]",actual
341F,134,135,66,18.563,False,"[[119.52, 513.96], [136.68, 521.04]]",actual
L0068,137,138,66,18.027,False,"[[150.6, 618.72], [149.751, 619.006], [148.898, 619.289], [148.041, 619.569], [147.18, 619.847], [146.316, 620.123], [145.449, 620.396], [144.582, 620.668], [143.713, 620.94], [142.844, 621.21], [141.975, 621.48], [141.107, 621.75], [140.241, 622.02], [139.376, 622.292], [138.515, 622.564], [137.657, 622.838], [136.803, 623.113], [135.954, 623.391], [135.11, 623.671], [134.271, 623.954], [133.44, 624.24]]",actual
L0069,139,140,66,107.417,False,"[[106.2, 639.12], [134.04, 645.72], [160.8, 645.96], [169.08, 640.44], [209.28, 652.92]]",actual
343H,141,142,66,33.731,False,"[[151.8, 657.48], [157.68, 666.12], [157.681, 667.289], [157.683, 668.457], [157.687, 669.623], [157.692, 670.788], [157.699, 671.951], [157.706, 673.114], [157.714, 674.276], [157.722, 675.438], [157.731, 676.599], [157.74, 677.76], [157.749, 678.921], [157.758, 680.082], [157.766, 681.244], [157.774, 682.406], [157.781, 683.569], [157.788, 684.732], [157.793, 685.897], [157.797, 687.063], [157.799, 688.231], [157.8, 689.4]]",actual
L0070,142,147,66,24.487,False,"[[157.8, 671.64], [133.32, 672.24]]",actual
343C,143,144,66,18.748,False,"[[128.76, 612.84], [146.64, 607.2]]",actual
343B,143,196,66,26.146,False,"[[118.56, 585.24], [126.72, 610.08]]",actual
L0071,143,148,66,44.188,False,"[[126.72, 609.72], [136.2, 629.88], [157.68, 634.2]]",actual
343G,145,146,66,10.331,False,"[[192.36, 626.64], [192.84, 636.96]]",actual
L0072,147,150,66,33.683,False,"[[139.32, 672.24], [139.285, 672.597], [139.251, 672.95], [139.219, 673.298], [139.188, 673.643], [139.159, 673.984], [139.13, 674.322], [139.102, 674.659], [139.074, 674.993], [139.047, 675.327], [139.02, 675.66], [138.993, 675.993], [138.966, 676.327], [138.938, 676.661], [138.91, 676.998], [138.881, 677.336], [138.852, 677.677], [138.821, 678.022], [138.789, 678.37], [138.755, 678.723], [138.72, 679.08], [125.52, 685.8], [125.489, 686.333], [125.468, 686.884], [125.456, 687.454], [125.451, 688.039], [125.452, 688.637], [125.46, 689.246], [125.471, 689.865], [125.485, 690.491], [125.502, 691.121], [125.52, 691.755], [125.538, 692.39], [125.555, 693.023], [125.569, 693.653], [125.58, 694.278], [125.587, 694.896], [125.589, 695.504], [125.584, 696.1], [125.572, 696.683], [125.551, 697.25], [125.52, 697.8]]",actual
353B,148,149,66,48.985,False,"[[156.0, 635.52], [159.87, 634.605], [163.27, 633.798], [166.252, 633.086], [168.869, 632.457], [171.172, 631.899], [173.215, 631.402], [175.049, 630.953], [176.726, 630.54], [178.299, 630.151], [179.82, 629.775], [181.341, 629.4], [182.914, 629.014], [184.591, 628.606], [186.425, 628.162], [188.468, 627.673], [190.771, 627.126], [193.388, 626.509], [196.37, 625.81], [199.77, 625.017], [203.64, 624.12]]",actual
L0073,148,153,66,71.997,False,"[[155.64, 636.24], [155.639, 637.313], [155.637, 638.373], [155.633, 639.421], [155.628, 640.459], [155.623, 641.488], [155.617, 642.509], [155.611, 643.524], [155.605, 644.534], [155.6, 645.541], [155.595, 646.545], [155.591, 647.548], [155.588, 648.552], [155.587, 649.558], [155.587, 650.566], [155.589, 651.579], [155.594, 652.598], [155.601, 653.625], [155.611, 654.659], [155.624, 655.704], [155.64, 656.76], [105.0, 666.0]]",actual
L0074,151,152,66,24.36,False,"[[114.24, 696.24], [138.6, 696.24]]",actual
371M,154,155,66,57.247,False,"[[326.4, 690.72], [304.8, 685.8], [284.76, 688.92], [276.36, 687.36], [270.12, 687.96]]",actual
371L,155,201,66,18.393,False,"[[273.36, 688.2], [273.289, 688.631], [273.188, 689.061], [273.059, 689.488], [272.906, 689.915], [272.732, 690.339], [272.54, 690.763], [272.334, 691.185], [272.118, 691.606], [271.893, 692.026], [271.665, 692.445], [271.436, 692.863], [271.209, 693.28], [270.987, 693.697], [270.775, 694.113], [270.576, 694.528], [270.392, 694.943], [270.227, 695.358], [270.084, 695.772], [269.968, 696.186], [269.88, 696.6], [260.64, 697.08]]",actual
L0075,157,158,66,11.083,False,"[[254.52, 432.6], [248.4, 441.84]]",actual
311B,167,168,66,72.395,False,"[[569.76, 139.2], [570.0, 148.68], [565.56, 160.2], [563.4, 210.72]]",actual
362C,171,172,66,15.036,False,"[[492.48, 621.6], [486.24, 607.92]]",actual
L0076,174,175,66,11.76,False,"[[306.72, 239.76], [306.72, 251.52]]",actual
371A,177,178,66,13.477,False,"[[280.68, 817.32], [286.32, 805.08]]",actual
331C,179,180,66,12.614,False,"[[290.64, 370.44], [303.24, 369.84]]",actual
362I,184,185,66,19.643,False,"[[528.96, 457.68], [535.56, 455.28], [541.8, 454.56], [542.88, 448.68], [542.52, 448.68]]",actual
313D,186,187,66,12.563,False,"[[480.48, 221.88], [492.48, 218.16]]",actual
3105,188,189,66,101.089,False,"[[658.44, 275.76], [656.52, 287.76], [658.2, 293.4], [657.84, 301.68], [652.56, 307.8], [649.2, 333.72], [650.88, 348.0], [649.2, 357.96], [646.68, 361.44], [646.693, 361.942], [646.696, 362.472], [646.691, 363.029], [646.678, 363.608], [646.659, 364.206], [646.636, 364.819], [646.608, 365.445], [646.578, 366.081], [646.547, 366.722], [646.515, 367.365], [646.484, 368.008], [646.455, 368.646], [646.43, 369.276], [646.409, 369.896], [646.393, 370.502], [646.384, 371.09], [646.383, 371.657], [646.392, 372.2], [646.41, 372.715], [646.44, 373.2]]",actual
312F,188,205,33,79.182,False,"[[659.52, 275.76], [664.56, 279.72], [652.92, 284.64], [652.903, 285.215], [652.887, 285.789], [652.873, 286.361], [652.86, 286.932], [652.849, 287.501], [652.838, 288.07], [652.828, 288.638], [652.818, 289.206], [652.809, 289.773], [652.8, 290.34], [652.791, 290.907], [652.782, 291.474], [652.772, 292.042], [652.762, 292.61], [652.751, 293.179], [652.74, 293.749], [652.727, 294.319], [652.713, 294.891], [652.697, 295.465], [652.68, 296.04], [663.6, 302.64], [663.36, 309.0], [675.72, 313.92], [685.92, 319.2], [687.48, 323.76]]",actual
L0077,188,232,66,14.979,False,"[[662.926, 259.443], [660.36, 274.2]]",actual
3106,190,191,66,29.518,False,"[[657.96, 296.88], [670.08, 299.76], [665.52, 316.2]]",actual
L0078,192,193,66,23.141,False,"[[313.44, 578.64], [336.48, 580.8]]",actual
L0079,193,194,66,23.546,False,"[[332.52, 559.08], [338.4, 581.88]]",actual
L0080,197,198,66,16.629,False,"[[104.76, 411.36], [120.36, 405.6]]",actual
361F,199,200,66,10.192,False,"[[555.6, 699.6], [557.76, 709.56]]",actual
L0081,206,207,33,21.387,False,"[[661.08, 337.2], [669.72, 345.72], [669.24, 354.96]]",actual
332F,209,213,33,14.413,False,"[[137.88, 448.2], [133.32, 451.8], [136.68, 459.72]]",actual
371I,212,223,33,18.216,False,"[[268.08, 847.68], [285.96, 851.16]]",actual
321E,214,234,33,67.558,False,"[[285.96, 273.6], [281.16, 297.48], [237.96, 297.72]]",actual
382F,215,216,33,13.375,False,"[[606.36, 819.24], [603.72, 812.76], [605.04, 806.52]]",actual
L0082,215,229,33,35.043,False,"[[574.8, 808.56], [574.8, 808.56], [588.0, 814.32], [600.12, 815.88], [605.64, 822.24]]",actual
312B,217,218,33,13.368,False,"[[692.16, 211.08], [700.2, 221.76]]",actual
312H,219,220,33,24.795,False,"[[762.24, 146.52], [747.96, 154.8], [739.68, 154.44]]",actual
L0083,224,225,33,11.082,False,"[[307.08, 658.92], [310.44, 669.48]]",actual
383D,227,228,66,17.578,False,"[[588.57, 888.718], [602.58, 878.1]]",actual
382C,229,230,33,12.33,False,"[[574.8, 808.56], [576.72, 796.38]]",actual
312E,232,233,66,23.095,False,"[[662.926, 259.443], [685.68, 263.4]]",actual
L0084,234,235,33,21.894,False,"[[237.96, 297.72], [237.96, 297.72], [223.92, 314.52]]",actual
321B,234,236,33,12.908,False,"[[237.96, 297.72], [234.9, 285.18]]",actual
G0085,237,125,66,4.57,False,,provisional
G0086,238,181,66,6.03,False,,provisional
G0087,239,8,66,8.38,False,,provisional
G0088,240,128,66,6.5,False,,provisional
B0089,10,226,66,45.46,False,,provisional
B0090,34,239,66,28.764,False,,provisional
B0091,173,67,66,21.747,False,,bridge
B0092,19,102,66,46.499,False,,provisional
B0093,202,238,66,37.093,False,,provisional
B0094,95,223,66,58.983,False,,provisional
B0095,204,78,66,33.956,False,,provisional
B0096,176,109,66,20.945,False,,bridge
B0097,213,27,66,49.325,False,,provisional
B0098,126,129,66,32.819,False,,provisional
B0099,162,196,66,40.18,False,,provisional
B0100,153,150,66,37.846,False,,provisional
B0101,208,64,66,43.583,False,,provisional
B0102,104,222,66,28.956,False,,provisional
B0103,40,119,66,35.808,False,,provisional
B0104,160,121,66,17.769,False,,bridge
B0105,156,124,66,18.905,False,,bridge
B0106,131,127,66,32.584,False,,provisional
B0107,120,154,66,47.967,False,,provisional
B0108,136,37,66,15.316,False,,bridge
B0109,75,42,66,48.724,False,,provisional
B0110,189,43,66,10.683,False,,bridge
B0111,164,45,66,26.186,False,,provisional
B0112,49,51,66,56.095,False,,provisional
B0113,50,53,66,43.579,False,,provisional
B0114,228,54,66,25.029,False,,provisional
B0115,166,86,66,46.392,False,,provisional
B0116,41,70,66,50.126,False,,provisional
B0117,195,82,66,38.795,False,,provisional
B0118,38,84,66,57.24,False,,provisional
B0119,201,90,66,42.397,False,,provisional
B0120,36,99,66,10.944,False,,bridge
B0121,183,106,66,17.19,False,,bridge
B0122,144,133,66,43.849,False,,provisional
B0123,240,135,66,47.606,False,,provisional
B0124,141,138,66,37.974,False,,provisional
B0125,149,140,66,29.347,False,,provisional
B0126,137,145,66,42.504,False,,provisional
B0127,139,151,66,57.683,False,,provisional
B0128,170,157,66,26.123,False,,provisional
B0129,158,87,66,59.862,False,,provisional
B0130,113,171,66,42.993,False,,provisional
B0131,169,175,66,51.476,False,,provisional
B0132,161,177,66,20.076,False,,bridge
B0133,61,179,66,21.323,False,,bridge
B0134,71,186,66,36.713,False,,provisional
B0135,205,191,66,23.225,False,,provisional
B0136,59,200,66,30.082,False,,provisional
B0137,44,207,66,16.377,False,,bridge
B0138,85,217,66,41.141,False,,provisional
B0139,237,224,66,16.177,False,,bridge
B0140,194,101,66,50.82,False,,provisional
B0141,89,123,66,11.785,False,,bridge
B0142,178,221,66,55.794,False,,provisional
B0143,218,231,66,57.624,False,,provisional
B0144,231,220,66,27.802,False,,provisional
I0145,117,115,66,62.433,False,,inset_provisional
I0146,83,168,66,69.874,False,,inset_provisional
I0147,46,185,66,79.036,False,,inset_provisional
