bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
215,606.0,820.74,2,substation_or_sw,開閉所,東成瀬,False,
216,605.04,806.52,1,generator,発電所,(330710),False,
217,692.16,211.08,1,substation_or_sw,開閉所,(330105),False,
218,700.2,221.76,1,generator,発電所,(330105),False,
219,762.24,146.52,1,generator,発電所,(330106),False,
220,739.68,154.44,1,junction,,(330106),False,
221,269.76,751.8,0,generator,発電所,(330603),False,
222,295.92,660.24,1,substation_or_sw,開閉所,羽川,False,
223,285.96,851.16,1,generator,発電所,(330607),False,
224,307.08,658.92,1,substation_or_sw,開閉所,(330501),False,
225,310.44,669.48,1,generator,発電所,(330501),False,
226,449.04,405.84,1,substation_or_sw,開閉所,阿仁,False,
227,588.57,888.718,3,substation_or_sw,開閉所,(330709),False,
228,602.58,878.1,1,generator,発電所,(330709),False,
229,574.8,808.56,3,junction,,羽後増田,False,
230,576.72,796.38,1,substation_or_sw,1次変電所,羽後増田,False,
231,714.35,165.9,0,substation_or_sw,変電所,,False,
232,662.926,259.443,3,junction,,花輪,False,
233,685.68,263.4,1,generator,発電所,(330102),False,
234,237.96,297.72,3,junction,,(330207),False,
235,223.92,314.52,1,generator,発電所,(330201),False,
236,234.9,285.18,1,generator,発電所,(330207),False,
237,304.44,642.96,1,generator,発電所,,False,
238,253.02,778.74,1,generator,発電所,,False,
239,232.32,746.16,1,generator,発電所,,False,
240,153.54,476.52,1,generator,発電所,,False,
