bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu
110,249.52,382.471,2,substation_or_sw,開閉所,(311009),False,,PQ,0.0,0.0,0.0,0.0,1.0
111,565.2,435.721,2,generator,発電所,十和田湖(配),False,,PQ,0.0,0.0,5.0,2.4216,1.0
112,600.42,413.431,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
113,552.72,447.991,2,substation_or_sw,開閉所,十和田湖(配),False,,PQ,0.0,0.0,0.0,0.0,1.0
114,647.476,321.915,5,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
115,619.72,328.551,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
116,626.76,297.271,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
117,727.32,328.471,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
118,797.04,356.551,1,junction,,,True,E,PQ,0.0,0.0,0.0,0.0,1.0
119,717.36,355.711,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
120,680.13,358.351,2,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
121,564.6,319.231,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
122,647.64,346.591,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
123,623.82,405.341,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
124,587.674,375.46,3,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
125,603.6,381.991,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
126,633.48,513.511,2,substation_or_sw,開閉所,(310201),False,,PQ,0.0,0.0,0.0,0.0,1.0
127,165.48,364.471,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
