bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu
227,384.18,714.96,2,substation_or_sw,変電所,苦竹,False,,PQ,4.0,1.9373,0.0,0.0,1.0
228,361.86,672.48,2,junction,,鶴ヶ谷,False,,PQ,0.0,0.0,0.0,0.0,1.0
229,398.7,773.34,2,substation_or_sw,開閉所,東若林,False,,PQ,0.0,0.0,0.0,0.0,1.0
230,267.84,756.24,1,substation_or_sw,変電所,八木山,False,,PQ,4.0,1.9373,0.0,0.0,1.0
231,276.44,765.08,1,substation_or_sw,開閉所,八木山,False,,PQ,0.0,0.0,0.0,0.0,1.0
232,293.16,693.072,3,substation_or_sw,開閉所,堤通,False,,PQ,0.0,0.0,0.0,0.0,1.0
233,281.52,745.32,1,junction,,大町,False,,PQ,0.0,0.0,0.0,0.0,1.0
234,303.096,732.636,2,substation_or_sw,開閉所,柳町通,False,,PQ,0.0,0.0,0.0,0.0,1.0
235,339.48,707.52,1,substation_or_sw,開閉所,花京院,False,,PQ,0.0,0.0,0.0,0.0,1.0
236,338.0,742.8,1,substation_or_sw,開閉所,広瀬通,False,,PQ,0.0,0.0,0.0,0.0,1.0
237,315.72,679.32,1,substation_or_sw,開閉所,旭ヶ丘,False,,PQ,0.0,0.0,0.0,0.0,1.0
238,279.9,697.92,2,substation_or_sw,変電所,堤通,False,,PQ,4.0,1.9373,0.0,0.0,1.0
239,252.12,719.4,1,generator,発電所,大町,False,,PQ,0.0,0.0,5.0,2.4216,1.0
240,257.16,709.92,1,junction,,荒巻,False,,PQ,0.0,0.0,0.0,0.0,1.0
241,267.24,744.18,0,substation_or_sw,開閉所,大町,False,,PQ,0.0,0.0,0.0,0.0,1.0
242,358.44,507.48,1,generator,発電所,（341103）（341102）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
243,363.84,348.96,1,generator,発電所,（341019）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
244,264.36,589.68,1,generator,発電所,大富,False,,PQ,0.0,0.0,5.0,2.4216,1.0
245,362.16,427.92,1,substation_or_sw,変電所,古川,False,,PQ,4.0,1.9373,0.0,0.0,1.0
246,354.24,435.84,1,substation_or_sw,開閉所,古川,False,,PQ,0.0,0.0,0.0,0.0,1.0
247,724.92,152.76,1,generator,発電所,（341305）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
248,525.72,719.4,1,junction,,（340706）,False,,PQ,0.0,0.0,0.0,0.0,1.0
249,572.88,748.92,3,generator,発電所,（340701）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
250,642.78,831.51,2,substation_or_sw,開閉所,鍋田,False,,PQ,0.0,0.0,0.0,0.0,1.0
